,name,cover,source,url,favorited,artist,songfile,Size (MB)
240,Hit Them Bricks,https://i1.sndcdn.com/artworks-000306646497-hdgoax-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/hit-them-bricks.mp3?raw=true,https://soundcloud.com/sheltr666/hit-them-bricks,False,Sheltr666,distant-places.mp3,3.33
241,Fun Run,https://i1.sndcdn.com/artworks-sMdPKkXwdhCdZJ1D-py4Uog-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/fun-run.mp3?raw=true,https://soundcloud.com/scottsemanski/fun-run,False,Scottsemanski,dj-ashlins-electro-beams.mp3,2.79
242,Pewdiepie Pug Lasagna Instrumental Soundtrack Interstellar Main Theme Abandoned Remix,https://i1.sndcdn.com/artworks-000510565704-j9umzt-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/pewdiepie-pug-lasagna-instrumental-soundtrack-interstellar-main-theme-abandoned-remix.mp3?raw=true,https://soundcloud.com/houseandedmusic/pewdiepie-pug-lasagna-instrumental-soundtrack-interstellar-main-theme-abandoned-remix,False,Houseandedmusic,dj-ashlins-house-mix.mp3,2.41
243,5Sovayebjhxi,https://i1.sndcdn.com/artworks-v0Udzx8C7Ayyp4rk-rBZeGQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/5sovayebjhxi.mp3?raw=true,https://soundcloud.com/saury315/5sovayebjhxi,False,Saury315,dj-snake-ultra-miami-2016-live.mp3,0.25
244,Icy Vindur,https://i1.sndcdn.com/artworks-000095891208-2ooi28-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/icy-vindur.mp3?raw=true,https://soundcloud.com/a-himitsu/icy-vindur,False,A Himitsu,doe.mp3,3.87
245,Sexygroove,https://i1.sndcdn.com/artworks-W8xP9mJAGPVeUn90-tlSWlA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/sexygroove.mp3?raw=true,https://soundcloud.com/club2tokyo/sexygroove,False,Club2Tokyo,doin-mah-thangs.mp3,2.83
246,Kuiters Bubbles,https://i1.sndcdn.com/artworks-000140370764-xfils0-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/kuiters-bubbles.mp3?raw=true,https://soundcloud.com/surrealrecordings/kuiters-bubbles,False,Surrealrecordings,doki-doki-jump-feat-puniden.mp3,3.56
247,Wonder Egg Priority,https://i1.sndcdn.com/artworks-yYRs7cNevChzWfvH-H9cXkg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wonder-egg-priority.mp3?raw=true,https://soundcloud.com/mogg812/wonder-egg-priority,False,Mogg812,doki-doki-literature-club-ost-your-reality-credits.mp3,2.77
248,Dj Ashlins House Mix,https://i1.sndcdn.com/artworks-000197096193-3u472z-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/dj-ashlins-house-mix.mp3?raw=true,https://soundcloud.com/adgvlogs/dj-ashlins-house-mix,False,Adgvlogs,dont-cry-dont-cry-dont-cry.mp3,1.04
249,Anzious Currents,https://i1.sndcdn.com/avatars-000323777127-64iic7-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/anzious-currents.mp3?raw=true,https://soundcloud.com/anzious/anzious-currents,False,Anzious,dont-rush-feat-prod-patrick-pryor.mp3,3.33
250,Nyanners Foolish Heart Official Lyric Video,https://i1.sndcdn.com/artworks-qte3rZuoWyYEppg8-b3IEIQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/nyanners-foolish-heart-official-lyric-video.mp3?raw=true,https://soundcloud.com/n4med/nyanners-foolish-heart-official-lyric-video,False,N4Med,dont-turn-around.mp3,2.93
251,North Memphis,https://i1.sndcdn.com/artworks-000579150419-5hhyew-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/north-memphis.mp3?raw=true,https://soundcloud.com/pharmasix/north-memphis,False,Pharmasix,dorinku.mp3,2.82
252,Lighters,https://i1.sndcdn.com/artworks-000413602935-0s6i6t-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/lighters.mp3?raw=true,https://soundcloud.com/rinse-cycle/lighters,False,Rinse Cycle,double-on-genre-dnb-lounge-ft-diveo.mp3,4.15
253,Renai,https://i1.sndcdn.com/artworks-000195389409-vnto2o-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/renai.mp3?raw=true,https://soundcloud.com/season-team/renai,False,Season Team,double-time.mp3,1.5
254,Busta Rhymes Goes To The Wii Shop Channel,https://i1.sndcdn.com/artworks-000095325576-o5pveo-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/busta-rhymes-goes-to-the-wii-shop-channel.mp3?raw=true,https://soundcloud.com/datmanovader/busta-rhymes-goes-to-the-wii-shop-channel,False,Datmanovader,down.mp3,3.24
255,Madretsma,https://i1.sndcdn.com/artworks-000465176154-6mxzqb-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/madretsma.mp3?raw=true,https://soundcloud.com/lars-dietrich/madretsma,False,Lars Dietrich,dr-dre-the-next-episode-san-holo-remix.mp3,3.85
256,To Love Somebody,https://i1.sndcdn.com/artworks-JqoZQLsfek8A3jHL-R0LrFg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/to-love-somebody.mp3?raw=true,https://soundcloud.com/ohayonanoja/to-love-somebody,False,Ohayonanoja,dragonmaid.mp3,2.22
257,Kk House Remix,https://i1.sndcdn.com/artworks-hxaazA4UKz7KKUo0-wryieA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/kk-house-remix.mp3?raw=true,https://soundcloud.com/neonvectors/kk-house-remix,False,Neonvectors,dream-and-bass.mp3,2.88
258,Move You Booty,https://i1.sndcdn.com/artworks-v0J3dyPzqmlDRnT8-VSncOA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/move-you-booty.mp3?raw=true,https://soundcloud.com/prodpoob/move-you-booty,False,Prodpoob,dreamland-singularity-mutrix.mp3,2.06
259,Travis Domain Instrumental,https://i1.sndcdn.com/artworks-OTx76TRNEyp0UzCh-lxzWng-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/travis-domain-instrumental.mp3?raw=true,https://soundcloud.com/trashz3nt/travis-domain-instrumental,False,Trashz3Nt,dreamn-stratocaster.mp3,2.75
260,Pixel Galaxy Slowerer,https://i1.sndcdn.com/artworks-X5rZQun4J6mgM37H-b0zMfQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/pixel-galaxy-slowerer.mp3?raw=true,https://soundcloud.com/rush-garcia-297954716/pixel-galaxy-slowerer,False,Rush Garcia 297954716,drippin.mp3,3.07
261,Moshino X Soulsweep Heartsick,https://i1.sndcdn.com/artworks-000642955525-hfolp5-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/moshino-x-soulsweep-heartsick.mp3?raw=true,https://soundcloud.com/soulsweepmusic/moshino-x-soulsweep-heartsick,False,Soulsweepmusic,droptek-back-2-u.mp3,3.15
262,Love Is A War,https://i1.sndcdn.com/artworks-000279095972-2l8e78-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/love-is-a-war.mp3?raw=true,https://soundcloud.com/yungdojikko/love-is-a-war,False,Yungdojikko,drugg.mp3,2.15
263,Rabbit House J Core Remix,https://i1.sndcdn.com/artworks-u5IKzj2KKHcUwwng-xFS5yQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/rabbit-house-j-core-remix.mp3?raw=true,https://soundcloud.com/dksslqj/rabbit-house-j-core-remix,False,Dksslqj,duck-song-ft-jamil.mp3,3.13
264,No Time For You,https://i1.sndcdn.com/artworks-pENOGRplgZvqvGXs-vEArtQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/no-time-for-you.mp3?raw=true,https://soundcloud.com/necroez/no-time-for-you,False,Necroez,duffy-mercy-unes-t-zhou-remix.mp3,2.85
265,Musickizuna Ai Again Moe Shop,https://i1.sndcdn.com/artworks-cWIbJROAsb4tR2gG-mURmkw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/musickizuna-ai-again-moe-shop.mp3?raw=true,https://soundcloud.com/chara-2070269/musickizuna-ai-again-moe-shop,False,Chara 2070269,duumu-forward.mp3,3.43
266,Ghostface Playa X 4Our5Ive Valhalla,https://i1.sndcdn.com/artworks-000641096086-je7ktg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/ghostface-playa-x-4our5ive-valhalla.mp3?raw=true,https://soundcloud.com/ghostfaceplaya/ghostface-playa-x-4our5ive-valhalla,False,Ghostfaceplaya,duumu-illuminate.mp3,3.7
267,Rameses B Thinking About You,https://i1.sndcdn.com/artworks-vh98Q4s3QFJT23EV-FvvRqg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/rameses-b-thinking-about-you.mp3?raw=true,https://soundcloud.com/monstercat/rameses-b-thinking-about-you,False,Monstercat,duumu-recovery.mp3,4.09
268,Beach,https://i1.sndcdn.com/artworks-000334822761-l6eqvh-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/beach.mp3?raw=true,https://soundcloud.com/ollygon/beach,False,Ollygon,duumu-take-me-away.mp3,2.89
269,Gomamayo,https://i1.sndcdn.com/artworks-pTznz1D3D44xc2kC-hCBaEg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/gomamayo.mp3?raw=true,https://soundcloud.com/thinaticsystem/gomamayo,False,Thinaticsystem,duumu-worst-part-of-heaven-feat-trove.mp3,3.23
271,Califormula,https://i1.sndcdn.com/artworks-000146006976-yhzl9l-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/califormula.mp3?raw=true,https://soundcloud.com/tarroofficial/califormula,False,Tarroofficial,e-girls-are-ruining-my-life-w-savage-gap.mp3,1.61
272,Wvlf X Uth Fruit Finn And Jake,https://i1.sndcdn.com/artworks-000185743137-1rj4du-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wvlf-x-uth-fruit-finn-and-jake.mp3?raw=true,https://soundcloud.com/icon-tokyo/wvlf-x-uth-fruit-finn-and-jake,False,Icon Tokyo,east.mp3,0.66
273,Again,https://i1.sndcdn.com/artworks-Lg2Ehkuy2PruN9Ia-JXUkrQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/again.mp3?raw=true,https://soundcloud.com/fruitsbasket1/again,False,Fruitsbasket1,ebisu-nights-master.mp3,2.93
274,Gotta Get This Money,https://i1.sndcdn.com/artworks-000254984042-ola88b-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/gotta-get-this-money.mp3?raw=true,https://soundcloud.com/skuccimusic/gotta-get-this-money,False,Skuccimusic,egor-muf-faraon-novyy-albom.mp3,1.15
275,Hard Bass School Narkotik Kal,https://i1.sndcdn.com/artworks-000029532559-m0dout-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/hard-bass-school-narkotik-kal.mp3?raw=true,https://soundcloud.com/matrasss/hard-bass-school-narkotik-kal,False,Matrasss,eighteen.mp3,3.42
276,Phases,https://i1.sndcdn.com/artworks-000226447460-8ejxv9-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/phases.mp3?raw=true,https://soundcloud.com/vessence/phases,False,Vessence,elevation_of_love.mp3,3.73
277,Machine Girl Krystle Url,https://i1.sndcdn.com/artworks-000071079806-g6l589-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/machine-girl-krystle-url.mp3?raw=true,https://soundcloud.com/dredcollective/machine-girl-krystle-url,False,Dredcollective,endless-and-artificial-by-city-girl.mp3,3.57
278,Dr Dre The Next Episode San Holo Remix,https://i1.sndcdn.com/artworks-000097811063-3fv2dn-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/dr-dre-the-next-episode-san-holo-remix.mp3?raw=true,https://soundcloud.com/electricspark/dr-dre-the-next-episode-san-holo-remix,False,Electricspark,ephemeral.mp3,3.41
279,Duffy Mercy Unes T Zhou Remix,https://i1.sndcdn.com/artworks-000383769693-s0gcrg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/duffy-mercy-unes-t-zhou-remix.mp3?raw=true,https://soundcloud.com/itsaxam/duffy-mercy-unes-t-zhou-remix,False,Itsaxam,epiphany.mp3,2.5
280,Blushu,https://i1.sndcdn.com/artworks-znZPCowEafTbhvxd-kyVr1Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/blushu.mp3?raw=true,https://soundcloud.com/i-am-aika/blushu,False,I Am Aika,esa-narchbeats-blast-ftpendo-zawose.mp3,4.64
281,These Kinds Of Songs Are Always Named After Fruity Soda But Then This Song Gets Crazy Root Beer,https://i1.sndcdn.com/artworks-000486544791-33h2dt-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/these-kinds-of-songs-are-always-named-after-fruity-soda-but-then-this-song-gets-crazy-root-beer.mp3?raw=true,https://soundcloud.com/itssaltysweet/these-kinds-of-songs-are-always-named-after-fruity-soda-but-then-this-song-gets-crazy-root-beer,False,Itssaltysweet,eureka.mp3,2.92
282,Mezame Eurythmics Bermei,https://i1.sndcdn.com/artworks-dt4k9FiffkqypxvE-GtX6Hg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/mezame-eurythmics-bermei.mp3?raw=true,https://soundcloud.com/user-248092619/mezame-eurythmics-bermei,False,User 248092619,evade-from-outerspace-flight-day-89.mp3,2.06
283,Nineteen Master Digital,https://i1.sndcdn.com/artworks-000419144604-1bewlq-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/nineteen-master-digital.mp3?raw=true,https://soundcloud.com/robarousal/nineteen-master-digital,False,Robarousal,evening-coffee-1.mp3,2.49
284,Daredevil,https://i1.sndcdn.com/artworks-000670012297-blxm49-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/daredevil.mp3?raw=true,https://soundcloud.com/ghostfaceplaya/daredevil,False,Ghostfaceplaya,everest.mp3,3.7
285,Backwhen Racks 2,https://i1.sndcdn.com/artworks-000216101533-av7j1r-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/backwhen-racks-2.mp3?raw=true,https://soundcloud.com/chillchildren/backwhen-racks-2,False,Chillchildren,evilmane-generation-z-prod.mp3,1.99
286,Heart Gear Self Mastered,https://i1.sndcdn.com/artworks-000577507175-1n01xs-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/heart-gear-self-mastered.mp3?raw=true,https://soundcloud.com/midnightbound/heart-gear-self-mastered,False,Midnightbound,evilmane-overrule-prod.mp3,2.09
287,Tapi Tapi,https://i1.sndcdn.com/artworks-000588221324-2sg8ug-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/tapi-tapi.mp3?raw=true,https://soundcloud.com/moeshop/tapi-tapi,False,Moeshop,experiment-6022.mp3,2.62
288,Super Carti 64,https://i1.sndcdn.com/artworks-000673266376-gdk3m9-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/super-carti-64.mp3?raw=true,https://soundcloud.com/itsyungtaji/super-carti-64,False,Itsyungtaji,faerie.mp3,3.71
289,Gems W Sin,https://i1.sndcdn.com/artworks-000325206916-m5xwer-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/gems-w-sin.mp3?raw=true,https://soundcloud.com/puarbeats/gems-w-sin,False,Puarbeats,fashionweek.mp3,2.34
290,Mrbrightside,https://i1.sndcdn.com/artworks-000192691693-p5n18s-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/mrbrightside.mp3?raw=true,https://soundcloud.com/twofriendsremixes/mrbrightside,False,Twofriendsremixes,fatb-hyukbae.mp3,10.21
291,S 1,https://i1.sndcdn.com/artworks-000259731017-g2slbu-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/s-1.mp3?raw=true,https://soundcloud.com/noble-reblended/s-1,False,Noble Reblended,feel-the-pain.mp3,2.02
292,Cancer,https://i1.sndcdn.com/artworks-000226938505-tmf5u2-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/cancer.mp3?raw=true,https://soundcloud.com/feeneyyy/cancer,False,Feeneyyy,feel.mp3,1.56
293,Koven Stars Oliverse Remix,https://i1.sndcdn.com/artworks-dOlUaTfBya4uKNSi-48cRjA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/koven-stars-oliverse-remix.mp3?raw=true,https://soundcloud.com/monstercat/koven-stars-oliverse-remix,False,Monstercat,fefe-feat-nicki-minaj.mp3,2.74
294,Toradora Ed 1 Vanilla Salt,https://i1.sndcdn.com/artworks-000147289644-tgr1pz-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/toradora-ed-1-vanilla-salt.mp3?raw=true,https://soundcloud.com/clay-candra/toradora-ed-1-vanilla-salt,False,Clay Candra,feint-snake-eyes-feat-coma.mp3,4.04
295,Spicy Kotori Remix,https://i1.sndcdn.com/artworks-DbTwFfp1QNeQV3Fc-Sr03ag-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/spicy-kotori-remix.mp3?raw=true,https://soundcloud.com/imkotori/spicy-kotori-remix,False,Imkotori,festival.mp3,1.67
296,D 8 Romance,https://i1.sndcdn.com/avatars-e0dxRuonWSemq9m1-zvoylw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/d-8-romance.mp3?raw=true,https://soundcloud.com/user-909844975/d-8-romance,False,User 909844975,fiend-worldwide.mp3,6.36
297,02 Umi Ga Kikoeru,https://i1.sndcdn.com/artworks-000116256229-t9zsxb-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/02-umi-ga-kikoeru.mp3?raw=true,https://soundcloud.com/minako_love/02-umi-ga-kikoeru,False,Minako_Love,fifth.mp3,0.8
299,Crypt1K Fiend,https://i1.sndcdn.com/artworks-44CzkFULutobY0SO-LoWQxw-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/crypt1k-fiend.mp3?raw=true,https://soundcloud.com/user-925529289/crypt1k-fiend,False,User 925529289,fightv2.mp3,1.86
300,Lets Get Together,https://i1.sndcdn.com/artworks-000254513153-9rxky8-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/lets-get-together.mp3?raw=true,https://soundcloud.com/sleepover-gossip/lets-get-together,False,Sleepover Gossip,final-fantasy-7-victory-fanfare-holder-ephixa-remix.mp3,3.11
301,Wonderful Wonder,https://i1.sndcdn.com/artworks-000517860249-q9jpwv-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/wonderful-wonder.mp3?raw=true,https://soundcloud.com/bradamante_fate/wonderful-wonder,False,Bradamante_Fate,find-me-in-the-cut.mp3,2.89
302,Coffee Instrumental,https://i1.sndcdn.com/artworks-000209610742-0084fa-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/coffee-instrumental.mp3?raw=true,https://soundcloud.com/acestoaces/coffee-instrumental,False,Acestoaces,floating-gardens.mp3,3.97
303,Yoshiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,https://i1.sndcdn.com/artworks-f65EsZdOcNla1Aux-vlKaVA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/yoshiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii.mp3?raw=true,https://soundcloud.com/ohnowearefucked/yoshiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,False,Ohnowearefucked,flurry.mp3,2.64
304,E Girls Are Ruining My Life W Savage Gap,https://i1.sndcdn.com/artworks-koTWinojIz2FO7fY-TdLOhQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/e-girls-are-ruining-my-life-w-savage-gap.mp3?raw=true,https://soundcloud.com/corpse_husband/e-girls-are-ruining-my-life-w-savage-gap,False,Corpse_Husband,fm17314-sugar-radio.mp3,2.08
305,Her,https://i1.sndcdn.com/artworks-VXvFupu2icNzYUIx-VzSHZg-large.png,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/her.mp3?raw=true,https://soundcloud.com/nemuiiiiiii-404/her,False,Nemuiiiiiii 404,fold.mp3,3.35
306,Tia Deal With The Devil Kakegurui Op,https://i1.sndcdn.com/artworks-000673525021-44270l-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/tia-deal-with-the-devil-kakegurui-op.mp3?raw=true,https://soundcloud.com/nactojka/tia-deal-with-the-devil-kakegurui-op,False,Nactojka,fool-power-glove-mercenary.mp3,3.35
307,Glue70 Casin,https://i1.sndcdn.com/artworks-000172363829-hg3tge-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/glue70-casin.mp3?raw=true,https://soundcloud.com/puppetchardmusic/glue70-casin,False,Puppetchardmusic,fool-the-forgotten-dystopia-2077.mp3,2.96
308,Want You Bad,https://i1.sndcdn.com/artworks-000389509455-csfyy5-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/want-you-bad.mp3?raw=true,https://soundcloud.com/itsreallyredhands/want-you-bad,False,Itsreallyredhands,for-your-safety.mp3,2.95
309,Kaskade Will K Flip Reset,https://i1.sndcdn.com/artworks-GN2UZVsEreLAm6VD-Lrdm4g-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/kaskade-will-k-flip-reset.mp3?raw=true,https://soundcloud.com/monstercat/kaskade-will-k-flip-reset,False,Monstercat,forbidden-fruit-pt-2-w-gali.mp3,2.48
310,Satelitememories,https://i1.sndcdn.com/artworks-SJemwtTntKOkbBMz-4hFhUQ-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/satelitememories.mp3?raw=true,https://soundcloud.com/qutabire/satelitememories,False,Qutabire,forever-kawaii.mp3,3.63
311,Duumu Forward,https://i1.sndcdn.com/artworks-000369574614-mlc64k-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/duumu-forward.mp3?raw=true,https://soundcloud.com/monstercat/duumu-forward,False,Monstercat,forever-my-dream-girl.mp3,2.72
312,Coffin Freestyle,https://i1.sndcdn.com/artworks-CZrinsn7WiSa6V53-iRSpFg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/coffin-freestyle.mp3?raw=true,https://soundcloud.com/blxckie/coffin-freestyle,False,Blxckie,forever-w-tony.mp3,3.77
313,Gent Jawns Reconcile,https://i1.sndcdn.com/artworks-000306937326-uyz04e-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/gent-jawns-reconcile.mp3?raw=true,https://soundcloud.com/monstercat/gent-jawns-reconcile,False,Monstercat,forty-five.mp3,2.46
314,Spongebob Electric Zoo Bolide Remix,https://i1.sndcdn.com/artworks-000572742338-tko9zb-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/spongebob-electric-zoo-bolide-remix.mp3?raw=true,https://soundcloud.com/bolide/spongebob-electric-zoo-bolide-remix,False,Bolide,forzahorizon4-sunrise-complete.mp3,8.67
315,Oyasame,https://i1.sndcdn.com/artworks-qWVUxRy58rFIs1VW-zcviIA-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/oyasame.mp3?raw=true,https://soundcloud.com/pathcel/oyasame,False,Pathcel,fovla-eddie.mp3,2.32
316,Our Love Grows Inside,https://i1.sndcdn.com/artworks-vN5IGweCG7dh7cmo-iuxY7Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/our-love-grows-inside.mp3?raw=true,https://soundcloud.com/luckytalisman/our-love-grows-inside,False,Luckytalisman,fransis-derelle-craymak-ember-feat-hvdes.mp3,2.96
317,In My Brain,https://i1.sndcdn.com/artworks-000315995286-a2l680-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/in-my-brain.mp3?raw=true,https://soundcloud.com/inteus666/in-my-brain,False,Inteus666,freddie-dredd-all-alone-slowed-reverb.mp3,2.93
318,Kamoe,https://i1.sndcdn.com/artworks-000598441733-ap0jvl-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/kamoe.mp3?raw=true,https://soundcloud.com/zxnx/kamoe,False,Zxnx,freeze.mp3,2.14
319,Kancolle Wlil Yume,https://i1.sndcdn.com/artworks-000360041592-wco4kj-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/kancolle-wlil-yume.mp3?raw=true,https://soundcloud.com/palmtrees-shit/kancolle-wlil-yume,False,Palmtrees Shit,fresh-start-full-album.mp3,10.6
320,Ghostface Playa Get Yo Ass Feat Pharmacist Blxckbusta,https://i1.sndcdn.com/avatars-000815647717-q1xmbh-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/ghostface-playa-get-yo-ass-feat-pharmacist-blxckbusta.mp3?raw=true,https://soundcloud.com/zonda-906481031/ghostface-playa-get-yo-ass-feat-pharmacist-blxckbusta,False,Zonda 906481031,fresh-wkuuaden.mp3,3.84
321,Dragonmaid,https://i1.sndcdn.com/artworks-000638020087-ii5ods-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/dragonmaid.mp3?raw=true,https://soundcloud.com/4theconcept/dragonmaid,False,4Theconcept,friends.mp3,3.46
322,Dance Fusion2Dtm,https://i1.sndcdn.com/avatars-XuMm9HkRL3viyzx2-7msN6Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/dance-fusion2dtm.mp3?raw=true,https://soundcloud.com/kshiraki/dance-fusion2dtm,False,Kshiraki,fuane.mp3,3.14
323,Epiphany,https://i1.sndcdn.com/artworks-000299912586-ld6xz8-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/epiphany.mp3?raw=true,https://soundcloud.com/julian_avila/epiphany,False,Julian_Avila,full-colors.mp3,3.2
324,M E G A Relaxed,https://i1.sndcdn.com/artworks-WnyID1vEtIaQ8CGR-VU75fg-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/m-e-g-a-relaxed.mp3?raw=true,https://soundcloud.com/earthboyadvance/m-e-g-a-relaxed,False,Earthboyadvance,fun-run.mp3,2.24
325,Mask Off Remix,https://i1.sndcdn.com/artworks-000232982966-bnwt8a-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/mask-off-remix.mp3?raw=true,https://soundcloud.com/elijahyats/mask-off-remix,False,Elijahyats,fun-tonight.mp3,2.48
326,Anime Things 1,https://i1.sndcdn.com/artworks-000701477509-d0p0qz-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/anime-things-1.mp3?raw=true,https://soundcloud.com/l-l-260099405/anime-things-1,False,L L 260099405,funky-tora.mp3,4.64
327,Monday,https://i1.sndcdn.com/avatars-XuMm9HkRL3viyzx2-7msN6Q-original.jpg,https://github.com/ADGVLOGS/ADGMusicPlayer/blob/main/music/monday.mp3?raw=true,https://soundcloud.com/kshiraki/monday,False,Kshiraki,fusq-perfume-x-moe-shop-superstar-w-hentai-dude.mp3,2.38
